Playlist Name,Track #,Artist,Song,Duration,Genre,URL,Album,Year
The Very Best of Rock Vol. 1-10 (Disc 1),18,Tool,Opiate,6:07,Progressive metal,,,
The Very Best of Rock Vol. 1-10 (Disc 2),1,Cold,Just Got Wicked,4:01,alternative rock,,,
The Very Best of Rock Vol. 1-10 (Disc 2),2,Tool,Stinkfist,5:10,Progressive metal,,,
The Very Best of Rock Vol. 1-10 (Disc 2),3,System of a Down,Metro,2:59,metal,,,
The Very Best of Rock Vol. 1-10 (Disc 2),4,KMFDM,Anarchy,0:00,industrial,,,
The Very Best of Rock Vol. 1-10 (Disc 2),5,At the Drive-In,One-Armed Scissor,0:00,post-hardcore,,,
The Very Best of Rock Vol. 1-10 (Disc 2),6,Dead Kennedys,Passenger,N/A,Unknown,,,
The Very Best of Rock Vol. 1-10 (Disc 2),7,Anthrax,Got the Time,0:00,thrash metal,,,
The Very Best of Rock Vol. 1-10 (Disc 2),8,Deftones,Passenger,6:08,alternative,,,
The Very Best of Rock Vol. 1-10 (Disc 2),9,Gravity Kills,Enough,4:16,industrial,,,
The Very Best of Rock Vol. 1-10 (Disc 2),10,Spineshank,Synthetic,3:07,Nu Metal,,,
The Very Best of Rock Vol. 1-10 (Disc 2),11,Tool,Parabol,2:59,Progressive metal,,,
The Very Best of Rock Vol. 1-10 (Disc 2),12,Tool,Parabola,6:30,Progressive metal,,,
The Very Best of Rock Vol. 1-10 (Disc 2),13,Stabbing Westward,Darkest Days,3:51,industrial,,,
The Very Best of Rock Vol. 1-10 (Disc 2),14,Lostprophets,Shinobi vs. Dragon Ninja,3:05,rock,,,
The Very Best of Rock Vol. 1-10 (Disc 2),15,Queens of the Stone Age,No One Knows,4:38,rock,,,
The Very Best of Rock Vol. 1-10 (Disc 2),16,Disturbed,Prayer,3:39,metal,,,
The Very Best of Rock Vol. 1-10 (Disc 2),17,Prick,Animal,4:09,industrial,,,
Best of Rock Vol. XVII,1,Rage Against the Machine,Killing in the Name,5:13,rock,,,
Best of Rock Vol. XVII,2,Glassjaw,Cosmopolitan Bloodloss,0:00,post-hardcore,,,
Best of Rock Vol. XVII,3,Mod Flanders Conspiracy,Bill Nye the Science Guy Makes Me Wanna Cut Myself,3:38,Unknown,,,
Best of Rock Vol. XVII,4,Killswitch Engage,My Last Serenade,4:13,metalcore,,,
Best of Rock Vol. XVII,5,A Static Lullaby,Love to Hate,0:00,,emocore,,,
Best of Rock Vol. XVII,6,Dead Kennedys,MTV Get Off the Air,0:00,punk,,,
Best of Rock Vol. XVII,7,Tool,Ænema,8:00,Progressive metal,,,
Best of Rock Vol. XVII,8,Deftones,Bloody Cape,0:00,Deftones,,,
Best of Rock Vol. XVII,9,Stabbing Westward,Drugstore,6:40,industrial rock,,,
Best of Rock Vol. XVII,10,Blur,Song 2,2:01,rock,,,
Best of Rock Vol. XVII,11,The Clash,The Magnificent Seven,2:16,punk,,,
Best of Rock Vol. XVII,12,Weezer,Say It Ain't So,4:17,rock,,,
Best of Rock Vol. XVII,13,AFI,Leaving Song Pt. II,0:00,Unknown,,,
Best of Rock Vol. XVII,14,311,Sick Tight,3:11,rock,,,
Best of Rock Vol. XVII,15,Meshuggah,Rational Gaze,5:04,Progressive metal,,,
Best of Rock Vol. XVII,16,Incubus,Nice to Know You,0:00,rock,,,
Best of Rock Vol. XVII,17,Pearl Jam,Black,8:48,Grunge,,,
Best of Rock Vol. XVII,18,Led Zeppelin,No Quarter,17:05,classic rock,,,
Best of Rock Vol. XVIII,1,Toadies,Possum Kingdom,0:00,90s,,,
Best of Rock Vol. XVIII,2,Kyuss,Demon Cleaner,5:20,Stoner Rock,,,
Best of Rock Vol. XVIII,3,Weezer,El Scorcho,4:04,rock,,,
Best of Rock Vol. XVIII,4,Nirvana,Territorial Pissings,2:27,Grunge,,,
Best of Rock Vol. XVIII,5,Guttermouth,Contribution,2:19,punk rock,,,
Best of Rock Vol. XVIII,6,Rage Against the Machine,Vietnow,0:00,rock,,,
Best of Rock Vol. XVIII,7,Bad Religion,A Walk,2:10,punk rock,,,
Best of Rock Vol. XVIII,8,Deftones,Lhabia,0:00,alternative metal,,,
Best of Rock Vol. XVIII,9,At the Drive-In,Napoleon Solo,4:48,post-hardcore,,,
Best of Rock Vol. XVIII,10,Tool,The Patient,7:48,Progressive metal,,,
Best of Rock Vol. XVIII,11,Dog Fashion Disco,Pogo the Clown,2:27,experimental,,,
Best of Rock Vol. XVIII,12,AFI,Dancing Through Sunday,0:00,punk,,,
Best of Rock Vol. XVIII,13,Dropkick Murphys,Gonna Be a Blackout Tonight,2:41,punk,,,
Best of Rock Vol. XVIII,14,Soundgarden,The Day I Tried to Live,5:18,Grunge,,,
Best of Rock Vol. XVIII,15,Distillers,I Am a Revenant,3:30,punk,,,
Best of Rock Vol. XVIII,16,Apex Theory,Shh... (Hope Diggy),N/A,Unknown,,,
Best of Rock Vol. XVIII,17,The Offspring,The Kids Aren't Alright,3:02,punk rock,,,
Best of Rock Vol. XVIII,18,Dead Kennedys,Stars and Stripes of Corruption,6:22,punk,,,
Best of Rock Vol. XVIII,19,Sublime,Doin' Time,4:11,ska,,,
Best of Rock Vol. XIX,1,Puscifier,REV 22:20,4:41,industrial,,,
Best of Rock Vol. XIX,2,A Perfect Circle,Pet,4:34,alternative rock,,,
Best of Rock Vol. XIX,3,Rage Against the Machine,Born of a Broken Man,4:30,rock,,,
Best of Rock Vol. XIX,4,At the Drive-In,Enfilade,5:01,post-hardcore,,,
Best of Rock Vol. XIX,5,Audioslave,Show Me How to Live,5:24,rock,,,
Best of Rock Vol. XIX,6,Jimmy Eat World,Bleed American,2:57,alternative rock,,,
Best of Rock Vol. XIX,7,Faith No More,War Pigs,8:07,cover,,,
Best of Rock Vol. XIX,8,Jane's Addiction,Just Because,3:52,rock,,,
Best of Rock Vol. XIX,9,Glassjaw,Ape Dos Mil,3:49,post-hardcore,,,
Best of Rock Vol. XIX,10,The Offspring,Genocide,3:21,punk rock,,,
Best of Rock Vol. XIX,11,Serart,Narina,5:32,alternative,,,
Best of Rock Vol. XIX,12,Sevendust,Bitch,5:24,metal,,,
Best of Rock Vol. XIX,13,White Zombie,More Human Than Human,0:00,metal,,,
Best of Rock Vol. XIX,14,Sonic Youth,Teen Age Riot,6:57,alternative,,,
Best of Rock Vol. XIX,15,Incubus,Stellar,4:06,rock,,,
Best of Rock Vol. XIX,16,Collective Soul,December,0:00,90s,,,
Best of Rock Vol. XX,1,Korn,Good God,3:48,Nu Metal,,,
Best of Rock Vol. XX,2,KMFDM,WWIII,4:58,industrial,,,
Best of Rock Vol. XX,3,Spineshank,Smothered,3:08,Nu Metal,,,
Best of Rock Vol. XX,4,A Perfect Circle,The Package,7:40,alternative rock,,,
Best of Rock Vol. XX,5,Finch,Worms of the Earth,2:37,screamo,,,
Best of Rock Vol. XX,6,Static-X,Destroy All,2:19,industrial metal,,,
Best of Rock Vol. XX,7,Marilyn Manson & Eminem,The Way I Am,0:00,Unknown,,,
Best of Rock Vol. XX,8,Live,Selling the Drama,0:00,rock,,,
Best of Rock Vol. XX,9,Tool,You Lied,8:13,Progressive metal,,,
Best of Rock Vol. XX,10,Bad Religion,Against the Grain,2:04,punk,,,
Best of Rock Vol. XX,11,Glassjaw,Tip Your Bartender,0:00,post-hardcore,,,
Best of Rock Vol. XX,12,Watson One Shirt,Eat Shit,0:00,Unknown,,,
Best of Rock Vol. XX,13,AFI,This Secret Ninja,2:20,punk rock,,,
Best of Rock Vol. XX,14,The Clash,Clash City Rockers,3:33,punk,,,
Best of Rock Vol. XX,15,Rage Against the Machine,Testify,3:41,rock,,,
Best of Rock Vol. XX,16,System of a Down,CUBErt,1:49,alternative metal,,,
Best of Rock Vol. XX,17,Mod Flanders Conspiracy,The Zimbabwe Sea Shanties of the Swashbuckler,6:20,Unknown,,,
Best of Rock Vol. XX,18,Deftones,Back to School (Mini Maggit),3:57,Nu Metal,,,
Best of Rock Vol. XX,19,Gravity Kills,Inside,2:53,industrial,,,
Best of Rock Vol. XX,20,TRUSTcompany,Downfall,3:11,rock,,,
Best of Rock Vol. XXI,1,Nine Inch Nails,Closer,6:13,industrial,,,
Best of Rock Vol. XXI,2,Ministry,Stigmata,5:44,industrial,,,
Best of Rock Vol. XXI,3,Smashing Pumpkins,Today,3:19,rock,,,
Best of Rock Vol. XXI,4,Static-X,Get to the Gone,2:49,metal,,,
Best of Rock Vol. XXI,5,Thursday,For the Workforce Drowning,0:00,Unknown,,,
Best of Rock Vol. XXI,6,The Clash,Hitsville U.K.,0:00,punk,,,
Best of Rock Vol. XXI,7,Incubus,A Certain Shade of Green,0:00,rock,,,
Best of Rock Vol. XXI,8,Alice in Chains,I Stay Away,0:00,Grunge,,,
Best of Rock Vol. XXI,9,Rage Against the Machine,Darkness,3:41,rock,,,
Best of Rock Vol. XXI,10,Tool,No Quarter,11:12,Progressive metal,,,
Best of Rock Vol. XXI,11,Stone Temple Pilots,Interstate Love Song,3:16,Grunge,,,
Best of Rock Vol. XXI,12,Primus,Jerry Was a Racecar Driver,3:10,rock,,,
Best of Rock Vol. XXI,13,Bush,Everything Zen,4:37,Grunge,,,
Best of Rock Vol. XXI,14,Interpol,PDA,5:12,indie rock,,,
Best of Rock Vol. XXI,15,Bad Religion,Against the Grain,2:04,punk,,,
Best of Rock Vol. XXI,16,Sevendust,Black,4:08,metal,,,
Best of Rock Vol. XXI,17,Foo Fighters,This Is a Call,4:42,rock,,,
Best of Rock Vol. XXI,18,The Damned,Ballroom Blitz,3:26,punk,,,
Best of Rock Vol. XXII,1,Cursive,A Gentleman Caller,3:16,indie rock,,,
Best of Rock Vol. XXII,2,Filter,Hey Man Nice Shot,0:00,industrial,,,
Best of Rock Vol. XXII,3,Depeche Mode,Enjoy the Silence,6:12,80s,,,
Best of Rock Vol. XXII,4,Modest Mouse,Float On,3:28,indie,,,
Best of Rock Vol. XXII,5,Nine Inch Nails,We're In This Together,7:16,industrial,,,
Best of Rock Vol. XXII,6,Brand New,Sic Transit Gloria...Glory Fades,2:56,emo,,,
Best of Rock Vol. XXII,7,Rage Against the Machine,Bulls On Parade,3:49,rock,,,
Best of Rock Vol. XXII,8,Incubus,Megalomaniac,5:22,rock,,,
Best of Rock Vol. XXII,9,Pigface,Suck,5:24,industrial,,,
Best of Rock Vol. XXII,10,Radiohead,Paranoid Android,6:23,alternative,,,
Best of Rock Vol. XXII,11,Dead Kennedys,Kill the Poor,3:06,punk,,,
Best of Rock Vol. XXII,12,Cake,Short Skirt,3:24,,alternative,,,
Best of Rock Vol. XXII,13,Beastie Boys,Fight for Your Right,3:27,Hip-Hop,,,
Best of Rock Vol. XXII,14,Violent Femmes,Country Death Song,4:55,alternative,,,
Best of Rock Vol. XXII,15,White Zombie,Thunderkiss '65,0:00,hard rock,,,
Best of Rock Vol. XXII,16,The Clash,Rock the Casbah,3:28,punk,,,
Best of Rock Vol. XXII,17,Toadies,Velvet,0:00,alternative rock,,,
Best of Rock Vol. XXII,18,Yellowcard,Way Away,0:00,punk rock,,,
Best of Rock Vol. XXIII,1,Radiohead,Idioteque,4:24,electronic,,,
Best of Rock Vol. XXIII,2,Marilyn Manson,The Love Song,3:17,industrial metal,,,
Best of Rock Vol. XXIII,3,T.S.O.L.,Code Blue,2:16,punk,,,
Best of Rock Vol. XXIII,4,NOFX,Glass War,2:00,punk rock,,,
Best of Rock Vol. XXIII,5,Distillers,Drain the Blood,0:00,punk rock,,,
Best of Rock Vol. XXIII,6,David Bowie,Space Oddity,5:19,classic rock,,,
Best of Rock Vol. XXIII,7,Modest Mouse,Black Cadillacs,2:43,indie,,,
Best of Rock Vol. XXIII,8,Ben Folds Five,Brick,0:00,piano,,,
Best of Rock Vol. XXIII,9,Devo,Beautiful World,0:00,new wave,,,
Best of Rock Vol. XXIII,10,Beastie Boys,Ch-Check It Out,3:12,Hip-Hop,,,
Best of Rock Vol. XXIII,11,Tool,Pushit (live),13:56,Progressive metal,,,
Best of Rock Vol. XXIII,12,Jamiroquai,Virtual Insanity,3:48,funk,,,
Best of Rock Vol. XXIII,13,Nine Inch Nails,Into the Void,4:55,industrial,,,
Best of Rock Vol. XXIII,14,Bad Religion,Ten in 2010,0:00,punk rock,,,
Best of Rock Vol. XXIII,15,A Perfect Circle,The Outsider,4:04,alternative rock,,,
Best of Rock Vol. XXIII,16,The White Stripes,The Hardest Button to Button,3:50,rock,,,
Best of Rock Vol. XXIII,17,Weezer,Keep Fishin',2:52,rock,,,
Best of Rock Vol. XXIII,18,Rage Against the Machine,Freedom,6:45,rock,,,
Best of Rock Vol. XXIV,1,The Cure,Boys Don't Cry,2:40,80s,,,
Best of Rock Vol. XXIV,2,Modest Mouse,Tiny Cities Made of Ashes,3:14,indie,,,
Best of Rock Vol. XXIV,3,Muse,Time Is Running Out,3:55,alternative rock,,,
Best of Rock Vol. XXIV,4,Interpol,Say Hello to the Angels,4:28,indie,,,
Best of Rock Vol. XXIV,5,Blur,Coffee & TV,5:18,britpop,,,
Best of Rock Vol. XXIV,6,Beastie Boys,Looking Down the Barrel of a Gun,0:00,Hip-Hop,,,
Best of Rock Vol. XXIV,7,The Clash,Guns of Brixton,2:49,punk,,,
Best of Rock Vol. XXIV,8,Archers of Loaf,Web in Front,0:00,indie rock,,,
Best of Rock Vol. XXIV,9,David Bowie,Modern Love,3:54,80s,,,
Best of Rock Vol. XXIV,10,Alien Ant Farm,Movies,3:16,rock,,,
Best of Rock Vol. XXIV,11,Radiohead,Optimistic,4:52,alternative,,,
Best of Rock Vol. XXIV,12,Bush,Greedy Fly,4:29,Grunge,,,
Best of Rock Vol. XXIV,13,Ben Folds Five,Song for the Dumped,3:32,piano rock,,,
Best of Rock Vol. XXIV,14,Incubus,The Warmth,5:04,rock,,,
Best of Rock Vol. XXIV,15,Cake,Never There,2:50,alternative,,,
Best of Rock Vol. XXIV,16,Coheed and Cambria,Time Consumer,5:42,Progressive rock,,,
Best of Rock Vol. XXIV,17,Bjork,Army of Me,4:08,electronic,,,
Best of Rock Vol. XXIV,18,The Breeders,Cannonball,3:34,90s,,,
Best of Rock Vol. XXIV,19,Beck,Devil's Haircut,0:00,alternative,,,
Best of Rock Vol. XXIV,20,Counting Crows,Mr. Jones,4:32,rock,,,
Best of Rock Vol. XXV,1,Rasputina,Dwarf Star,2:41,Gothic,,,
Best of Rock Vol. XXV,2,Green Day,American Idiot,2:54,punk rock,,,
Best of Rock Vol. XXV,3,!!!,Intensify,6:54,indie,,,
Best of Rock Vol. XXV,4,The Postal Service,Nothing Better,3:52,indie,,,
Best of Rock Vol. XXV,5,The Faint,Agenda Suicide,4:04,indie,,,
Best of Rock Vol. XXV,6,Head Automatica,Young Hollywood,0:00,Danceable 2 The Max,,,
Best of Rock Vol. XXV,7,The Cure,Shake Dog Shake,4:45,post-punk,,,
Best of Rock Vol. XXV,8,Fantomas,The Godfather,2:45,experimental,,,
Best of Rock Vol. XXV,9,Dismemberment Plan,Memory Machine,2:43,indie rock,,,
Best of Rock Vol. XXV,10,Interpol,Slow Hands,3:07,indie rock,,,
Best of Rock Vol. XXV,11,Yeah Yeah Yeahs,Maps,3:39,indie,,,
Best of Rock Vol. XXV,12,Franz Ferdinand,Take Me Out,3:57,indie,,,
Best of Rock Vol. XXV,13,Soul Coughing,Bus to Beelzebub,4:35,indie,,,
Best of Rock Vol. XXV,14,Local H,Bound for the Floor,3:42,rock,,,
Best of Rock Vol. XXV,15,Justin Timberlake,Rock Your Body,4:27,pop,,,
Best of Rock Vol. XXV,16,Of Montreal,My Favorite Boxer,3:01,indie pop,,,
Best of Rock Vol. XXV,17,Cake,The Distance,3:07,alternative,,,
Best of Rock Vol. XXV,18,Brazil,The Novemberist,4:47,merkitsevathetket,,,
Best of Rock Vol. XXV,19,Ben Folds Five,Army,3:22,piano rock,,,
Best of Rock Vol. XXV,20,Slipknot,Duality,4:12,metal,,,
Best of Rock Vol. XXVI,1,Secret Machines,First Wave Intact,9:00,indie rock,,,
Best of Rock Vol. XXVI,2,Modest Mouse,The Stars Are Projectors,8:46,indie rock,,,
Best of Rock Vol. XXVI,3,Tool,Pushit,0:00,Progressive metal,,,
Best of Rock Vol. XXVI,4,Green Day,Jesus of Suburbia,9:03,punk rock,,,
Best of Rock Vol. XXVI,5,Blur,Tender,4:51,britpop,,,
Best of Rock Vol. XXVI,6,Sonic Youth,Trilogy,4:27,alternative,,,
Best of Rock Vol. XXVI,7,Jane's Addiction,Three Days,10:53,alternative rock,,,
Best of Rock Vol. XXVI,8,!!!,Me and Guiliani Down By the Schoolyard,0:00,Unknown,,,
Best of Rock Vol. XXVII,1,The Faint,Glass Danse,2:59,electronic,,,
Best of Rock Vol. XXVII,2,Head Automatica,Beating Heart Baby,3:24,rock,,,
Best of Rock Vol. XXVII,3,The Flaming Lips,Race for the Prize [remix],0:00,rock,,,
Best of Rock Vol. XXVII,4,Death Cab for Cutie,Styrofoam Plates,5:24,indie,,,
Best of Rock Vol. XXVII,5,Nine Inch Nails,The Perfect Drug,5:23,industrial,,,
Best of Rock Vol. XXVII,6,Radiohead,2+2=5,3:17,alternative,,,
Best of Rock Vol. XXVII,7,The Cure,Fascination Street,5:11,new wave,,,
Best of Rock Vol. XXVII,8,At the Drive-In,Rascuache,3:23,post-hardcore,,,
Best of Rock Vol. XXVII,9,Rasputina,Momma Was An Opium Smoker,1:52,cello rock,,,
Best of Rock Vol. XXVII,10,R.E.M.,What's the Frequency,0:00,,rock,,,
Best of Rock Vol. XXVII,11,Alice in Chains,Nutshell,4:17,Grunge,,,
Best of Rock Vol. XXVII,12,Franz Ferdinand,Dark of the Matinee,0:00,rock,,,
Best of Rock Vol. XXVII,13,The Strokes,Last Nite,3:17,indie rock,,,
Best of Rock Vol. XXVII,14,Mindless Self Indulgence,Bring the Pain,3:39,industrial,,,
Best of Rock Vol. XXVII,15,Modest Mouse,3rd Planet,3:58,indie,,,
Best of Rock Vol. XXVII,16,Beep Beep,The Threat of Nature,4:14,Saddle Creek,,,
Best of Rock Vol. XXVII,17,The Breeders,Cannonball,3:34,90s,,,
Best of Rock Vol. XXVII,18,The Hives,Walk Idiot Walk,3:30,rock,,,
Best of Rock Vol. XXVII,19,Marilyn Manson,Mechanical Animals,4:39,industrial,,,
Best of Rock Vol. XXVII,20,The Polyphonic Spree,Hold Me Now,4:28,indie,,,
Best of Rock Vol. XXVIII,1,David Bowie,Ziggy Stardust,3:09,classic rock,,,
Best of Rock Vol. XXVIII,2,The Notwist,Pilot,4:29,electronic,,,
Best of Rock Vol. XXVIII,3,Interpol,Evil,3:37,indie,,,
Best of Rock Vol. XXVIII,4,Pink Floyd,Have a Cigar,5:27,Progressive rock,,,
Best of Rock Vol. XXVIII,5,The Shins,New Slang,3:51,indie,,,
Best of Rock Vol. XXVIII,6,John Lennon,Instant Karma,3:02,classic rock,,,
Best of Rock Vol. XXVIII,7,The Cure,Pictures of You,7:28,80s,,,
Best of Rock Vol. XXVIII,8,Beach Boys,Wouldn't It Be Nice,2:34,60s,,,
Best of Rock Vol. XXVIII,9,The Killers,Somebody Told Me,3:17,rock,,,
Best of Rock Vol. XXVIII,10,Refused,Summerholidays vs. Punkroutine,0:00,hardcore,,,
Best of Rock Vol. XXVIII,11,TV on the Radio,Staring at the Sun,3:31,indie,,,
Best of Rock Vol. XXVIII,12,Against Me!,Pints of Guinness Make You Strong,3:40,punk,,,
Best of Rock Vol. XXVIII,13,The Mars Volta,Roulette Dares (the Haunt Of),7:31,Progressive rock,,,
Best of Rock Vol. XXVIII,14,Electric Six,Danger! High Voltage,4:23,rock,,,
Best of Rock Vol. XXVIII,15,Radiohead,Karma Police,4:13,alternative,,,
Best of Rock Vol. XXVIII,16,The Faint,Call Call,2:26,electronic,,,
Best of Rock Vol. XXVIII,17,Muse,Cave,4:46,alternative rock,,,
Best of Rock Vol. XXVIII,18,Hot Hot Heat,Bandages,3:30,indie,,,
Best of Rock Vol. XXVIII,19,The Smiths,The Queen Is Dead,3:49,80s,,,
Best of Rock Vol. XXIX,1,The Mars Volta,The Widow,3:18,Progressive rock,,,
Best of Rock Vol. XXIX,2,Neutral Milk Hotel,Holland,3:12,,indie,,,
Best of Rock Vol. XXIX,3,Nine Inch Nails,Down In It,0:00,industrial,,,
Best of Rock Vol. XXIX,4,Smashing Pumpkins,Zero,3:13,rock,,,
Best of Rock Vol. XXIX,5,Depeche Mode,Personal Jesus,4:56,80s,,,
Best of Rock Vol. XXIX,6,Talking Heads,Psycho Killer,4:15,new wave,,,
Best of Rock Vol. XXIX,7,The Faint,Dropkick the Punks,2:28,punk,,,
Best of Rock Vol. XXIX,8,Muse,Hysteria,4:19,alternative rock,,,
Best of Rock Vol. XXIX,9,Pixies,Debaser,3:05,alternative,,,
Best of Rock Vol. XXIX,10,Arcade Fire,Neighborhood #3 (Power Out),6:00,indie rock,,,
Best of Rock Vol. XXIX,11,The Rapture,I Need Your Love,4:39,indie,,,
Best of Rock Vol. XXIX,12,Modest Mouse,Dramamine,4:52,indie,,,
Best of Rock Vol. XXIX,13,Radiohead,Life in a Glasshouse,4:34,jazz,,,
Best of Rock Vol. XXIX,14,The Shins,Saint Simon,4:25,indie,,,
Best of Rock Vol. XXIX,15,Pink Floyd,Run Like Hell,9:16,Progressive rock,,,
Best of Rock Vol. XXIX,16,Soundgarden,Outshined,5:24,Grunge,,,
Best of Rock Vol. XXIX,17,Cracker,Low,4:36,alternative,,,
Best of Rock Vol. XXIX,18,Ladytron,Seventeen,5:08,electronic,,,
Best of Rock Vol. XXX,1,Laibach,Tanz Mit Laibach,0:00,industrial,,,
Best of Rock Vol. XXX,2,Of Montreal,Disconnect the Dots,4:25,indie,,,
Best of Rock Vol. XXX,3,Animal Collective,Who Could Win a Rabbit?,3:43,experimental,,,
Best of Rock Vol. XXX,4,Air,Sexy Boy,4:58,electronic,,,
Best of Rock Vol. XXX,5,Yo La Tengo,Moby Octopad,5:48,indie,,,
Best of Rock Vol. XXX,6,Radiohead,There There,5:52,alternative,,,
Best of Rock Vol. XXX,7,The Mars Volta,Drunkship of Lanterns,7:05,Progressive rock,,,
Best of Rock Vol. XXX,8,Ladytron,Cracked LCD,0:00,electronic,,,
Best of Rock Vol. XXX,9,Neutral Milk Hotel,Song Against Sex,3:41,indie,,,
Best of Rock Vol. XXX,10,Bloc Party,Helicopter,3:40,indie,,,
Best of Rock Vol. XXX,11,Pixies,Hey,3:48,alternative,,,
Best of Rock Vol. XXX,12,Wumpscut,Concrete Rage,4:22,ebm,,,
Best of Rock Vol. XXX,13,Pink Floyd,Take Up Thy Stethoscope and Walk,3:06,Psychedelic Rock,,,
Best of Rock Vol. XXX,14,Beck,E-Pro,0:00,alternative,,,
Best of Rock Vol. XXX,15,Head Automatica,The Razor,3:31,rock,,,
Best of Rock Vol. XXX,16,The White Stripes,Black Math,2:58,rock,,,
Best of Rock Vol. XXX,17,The Cure,Killing An Arab,0:00,new wave,,,
Best of Rock Vol. XXX,18,Interpol,Obstacle 2,3:47,indie rock,,,
Best of Rock Vol. XXX,19,Self,Trunk Fulla Amps,3:24,electronic,,,
Best of Rock Vol. XXX,20,Belle & Sebastian,Step Into My Office,4:12,,indie,,,
Best of Rock Vol. XXXI,1,Gorillaz,Feel Good,3:40,,alternative,,,
Best of Rock Vol. XXXI,2,Xiu Xiu,Crank Heart,3:19,experimental,,,
Best of Rock Vol. XXXI,3,Sublime,Smoke Two Joints,0:00,ska,,,
Best of Rock Vol. XXXI,4,Radiohead,Street Spirit (Fade Out),4:12,alternative,,,
Best of Rock Vol. XXXI,5,New Order,Blue Monday,7:28,80s,,,
Best of Rock Vol. XXXI,6,Pixies,Mr. Grieves,1:57,rock,,,
Best of Rock Vol. XXXI,7,Rancid,Maxwell Murder,1:27,punk,,,
Best of Rock Vol. XXXI,8,Yo La Tengo,Sugarcube,3:21,indie,,,
Best of Rock Vol. XXXI,9,At the Drive-In,198d,4:03,post-hardcore,,,
Best of Rock Vol. XXXI,10,Refused,New Noise,5:08,hardcore,,,
Best of Rock Vol. XXXI,11,The Cure,Play for Today,3:37,new wave,,,
Best of Rock Vol. XXXI,12,My Bloody Valentine,Only Shallow,0:00,shoegaze,,,
Best of Rock Vol. XXXI,13,LCD Soundsystem,Daft Punk is Playing At My House,3:21,electronic,,,
Best of Rock Vol. XXXI,14,The Mars Volta,Take the Veil...Cerpin Taxt,0:00,Unknown,,,
Best of Rock Vol. XXXI,15,Modest Mouse,Jesus Christ Was An Only Child,2:36,indie,,,
Best of Rock Vol. XXXI,16,Secret Machines,Sad and Lonely,0:00,indie rock,,,
Best of Rock Vol. XXXI,17,Type O Negative,Black No. 1,0:00,Gothic Metal,,,
Best of Rock Vol. XXXII,1,Zack de la Rocha & DJ Shadow,March of Death,4:08,hip hop,,,
Best of Rock Vol. XXXII,2,Console,14 Zero Zero,0:00,electro,,,
Best of Rock Vol. XXXII,3,Team Sleep,King Diamond,4:10,electronic,,,
Best of Rock Vol. XXXII,4,Gorillaz,Dare,4:40,alternative,,,
Best of Rock Vol. XXXII,5,Pixies,Where Is My Mind?,5:00,alternative,,,
Best of Rock Vol. XXXII,6,The White Stripes,Red Rain,3:52,rock,,,
Best of Rock Vol. XXXII,7,!!!,The King's Weed,0:00,dance punk,,,
Best of Rock Vol. XXXII,8,Joy Division,Twenty Four Hours,4:24,post-punk,,,
Best of Rock Vol. XXXII,9,Neutral Milk Hotel,Two-Headed Boy,4:26,indie,,,
Best of Rock Vol. XXXII,10,David Bowie,I'm Afraid of Americans,5:26,rock,,,
Best of Rock Vol. XXXII,11,Interpol,Roland,0:00,indie,,,
Best of Rock Vol. XXXII,12,Smashing Pumpkins,Cherub Rock,4:58,alternative rock,,,
Best of Rock Vol. XXXII,13,Modest Mouse,Cowboy Dan,6:14,indie rock,,,
Best of Rock Vol. XXXII,14,Rancid,Roots and Radicals,2:59,Unknown,,,
Best of Rock Vol. XXXII,15,Stealers Wheel,Stuck in the Middle With You,3:24,classic rock,,,
Best of Rock Vol. XXXII,16,Marcy Playground,Sex and Candy,2:53,90s,,,
Best of Rock Vol. XXXII,17,Pink Floyd,Lucifer Sam,3:09,Psychedelic Rock,,,
Best of Rock Vol. XXXII,18,Sham 69,If the Kids Are United,3:46,punk,,,
Best of Rock Vol. XXXII,19,Cake,I Will Survive,5:10,cover,,,
Best of Rock Vol. XXXII,20,Bjork,Hyper-ballad,4:52,electronic,,,
Best of Rock Vol. XXXIII,1,...And You Will Know Us by the Trail of Dead,Another Morning Stoner,4:05,indie,,,
Best of Rock Vol. XXXIII,2,Broken Social Scene,Anthem for a Seventeen Year-Old Girl,0:00,Unknown,,,
Best of Rock Vol. XXXIII,3,Arcade Fire,Wake Up,7:42,indie rock,,,
Best of Rock Vol. XXXIII,4,The Postal Service,Such Great Heights,4:57,indie,,,
Best of Rock Vol. XXXIII,5,Interpol,Stella was a Diver and She was Always Down,0:00,indie,,,
Best of Rock Vol. XXXIII,6,Cursive,The Recluse,3:03,indie,,,
Best of Rock Vol. XXXIII,7,Death Cab for Cutie,Transatlanticism,8:42,indie,,,
Best of Rock Vol. XXXIII,8,Bauhaus,Dark Entries,4:34,post-punk,,,
Best of Rock Vol. XXXIII,9,The Flaming Lips,One More Robot (Symphony 3000-21),0:00,Unknown,,,
Best of Rock Vol. XXXIII,10,The Mars Volta,Cassandra Gemini,34:39,Progressive rock,,,
Best of Rock Vol. XXXIV,1,TV on the Radio,New Health Rock,4:05,experimental,,,
Best of Rock Vol. XXXIV,2,Blur,Girls and Boys,4:18,britpop,,,
Best of Rock Vol. XXXIV,3,Massive Attack,Risingson,4:59,trip-hop,,,
Best of Rock Vol. XXXIV,4,The Cure,M,2:52,post-punk,,,
